LON,LAT,EDO,CLAVE,ESTACION,may-24
-98.735,17.777222,GRO,OLNGR,"Olinal , Gro.",15
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",15
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"Revoluci¢n Mexicana, Gro.",0
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San Crist¢bal, Gro. CFE*",0
-100.472778,17.139444,GRO,SJEGR,"San Jer¢nimo, Gro.",0
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",0.01
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",13
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",11
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",0
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",25.6
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",12
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",7.1
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl n, Gro.",62.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",14.51
-100.712222,20.0325,GTO,ACNGJ,"Ac mbaro, Gto.",17
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",5.41
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",29.5
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",3
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",21
-100.816667,20.833333,GTO,BEGGJ,"La Bego¤a hidrom‚trica, Gto.",10
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",2.31
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",5
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",5
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",4.7
-101.666667,20.616667,GTO,CRMGJ,"Cuer maro, Gto.",5.31
-100.9,20.95,GTO,CSRGJ,"Cinco Se¤ores, Gto.",3.03
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",0.04
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",0.04
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",2.31
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",5.03
-101.244444,20.872222,GTO,ECHGJ,"El Chap¡n, Gto.",6.02
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",0
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",0.03
-101.996667,20.800556,GTO,FRIAS,"Fr¡as, Gto. Protecci¢n Civil*",0.25
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",41
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",0.04
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",13.7
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",5.41
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",16.41
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",1.5
-101.693333,21.136389,GTO,LENGJ,"Le¢n, Gto.",0.01
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",0
-101.358889,20.276111,GTO,LJIGJ,"Las J¡camas, Gto.",0
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",31.8
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protecci¢n Civil*",2.52
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",1
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",4.3
-100.878333,21.105,GTO,PNLGJ,"Pe¤uelitas, Gto.",0.6
-101.287778,20.867222,GTO,PRSGJ,"La Pur¡sima, Gto.",0.02
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",4.5
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",0.6
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",6.6
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",36.03
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",23.62
-100.669722,20.055278,GTO,SLSGJ,"Sol¡s, Gto.",27.01
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",5.22
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",3.71
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",9.6
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",5.41
-101.3,20.6,GTO,TEMGJ,"Temascat¡o, Gto.",3.02
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",5.8
-100.0925,21.298889,GTO,XICGJ,"Xich£, Gto.",66.9
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",48.2
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",0.01
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",23
-99.36,20.163889,HGO,ENDHD,"Endh¢, Hgo.",24.5
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",5.72
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",0
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",19.4
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",3.4
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",2.6
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",0
-98.757222,20.591667,HGO,LMTHD,"Metztitl n, Hgo.",17.01
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",31.01
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl n, Hgo.",2.11
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",11.81
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo G¢mez, Hgo.",9.01
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",17.02
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",0.02
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",9.3
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",27.43
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",22.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip n, Hgo.",0
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",4.8
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",5.24
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",17
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",16.2
-103.446389,20.746667,JAL,BAZJL,"Base A‚rea Zapopan, Jal.",0.5
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",10
-103.782778,21.831667,JAL,BLNJL,"Bola¤os, Jal.",0.5
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm n, Jal.",0
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",1.27
-104.555278,19.627778,JAL,CHFJL,"El Chifl¢n, Jal.",0
-102.774167,19.287778,JAL,CHLMC,"Constituci¢n de Apatzing n, Jal.",0
-104.566667,19.233333,JAL,CIHJL,"Cihuatl n, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl n, Jal.",1.4
-105.129722,19.9975,JAL,CPEJL,"Caj¢n de Pe¤a, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",20.3
-102.7825,20.341389,JAL,CUIJL,"Cuitzeo, Jal.",19.52
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",6.5
-102.976111,20.681389,JAL,EGCJL,"Ing. El¡as Gonz lez Ch vez, Jal.",29.7
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",13.7
-102.766667,20.298056,JAL,FTEJL,"El Fuerte, Jal.",65.52
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",24
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",22.1
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",0.01
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",12
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",13
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",11.6
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",1.2
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",3.01
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitl n, Jal. SGT*",9.2
-104.786389,20.525278,JAL,MSCJL,"Mascota, Jal.",0
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",0
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",3.5
-103.322778,20.286667,JAL,PBRJL,"Piedra Barrenada, Jal.",0.01
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",29.5
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo El¡as Ayub, Jal.",0
-104.05,20.55,JAL,RAMJL,"R¡o Ameca, Jal.",0
-105.133611,19.998611,JAL,RIOTOMATLAN,"R¡o Tomatl n, Jal. SMN*",0
-102.716667,20.4,JAL,RIOZULA,"R¡o Zula, Jal. SGT*",18.5
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",15.9
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",15.9
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatl n 1, Jal. SMN*",0
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Di‚guez, Jal.",0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",2.01
-104.320278,20.036111,JAL,TCTJL,"Tacot n, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",10.3
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",5.4
-104.370278,19.976111,JAL,TMLJL,"Ram¢n Corona Madrigal General, Jal.",0
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",3.4
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",0
-103.05,22.05,JAL,ZPTJL,"El Zapote, Jal.",0
-99.377222,19.377222,MEX,2RSMX,"Dos R¡os, M‚x.",17.6
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, M‚x SMN*",62
-98.912222,19.543611,MEX,ATEMX,"Atenco, M‚x.",26.52
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., M‚x.",40.8
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, M‚x. SACMEX*",44.75
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, M‚x. SMN*",22.61
-99.298611,19.406667,MEX,CDBMX,"Ca¡da del Borracho, M‚x.",16.52
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, M‚x.",14.52
-98.885,19.485833,MEX,CHAPINGODF,"Chapingo, M‚x. SACMEX*",12
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, M‚x. SACMEX*",61.25
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, M‚x. SACMEX*",29.55
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, M‚x.",36.3
-98.884722,19.483333,MEX,CHPMX,"Chapingo, M‚x.",16.6
-99.304444,19.695,MEX,CNPMX,"La Concepci¢n, M‚x.",33.3
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, M‚x.",94.42
-100.225,19.178889,MEX,COLMX,"Colorines, M‚x.",1.5
-99.559722,19.884722,MEX,DNXMX,"Danxho, M‚x.",33.5
-99.238333,19.453611,MEX,EMOMX,"El Molinito R¡o Hondo, M‚x.",22.8
-99.252222,19.635556,MEX,GDLMX,"Guadalupe, M‚x.",38
-98.917222,19.578889,MEX,GRDMX,"La Grande, M‚x.",23.2
-99.696944,20.046389,MEX,HPNMX,"Huapango, M‚x.",14.01
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, M‚x. SMN*",64.8
-99.05,19.633333,MEX,K27MX,"km 27+250, M‚x.",39.83
-100.075833,19.383333,MEX,LBEMX,"Los Berros, M‚x.",8.5
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, M‚x.",24.02
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, M‚x. SMN*",61.47
-99.420833,18.990833,MEX,OCUMX,"Ocuil n de Arteaga, M‚x",12.51
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. R¡o Hondo, M‚x. SACMEX*",17.5
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, M‚x.",44.75
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, M‚x.",29.55
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, M‚x.",61.25
-99.790278,19.829167,MEX,PFBMX,"Francisco Jos‚ Trinidad Fabela, M‚x.",7.5
-99.775,19.461667,MEX,PIRMX,"Ignacio Ram¡rez, M‚x.",36.01
-99.248889,19.429444,MEX,PLMMX,"Palmas, M‚x.",17.02
-99.260833,19.526944,MEX,PMDMX,"Mad¡n, M‚x.",33.1
-99.948889,19.654444,MEX,PMEMX,"Puente Mextepec, M‚x.",24.51
-99.739722,20.124167,MEX,PMNMX,"El Molino, M‚x.",11.03
-99.864444,20.038611,MEX,PNDMX,"¥ad¢, M‚x.",30
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, M‚x. SACMEX*",22.5
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, M‚x.",24.2
-98.911111,19.530556,MEX,SADMX,"San Andr‚s, M‚x.",19.1
-99.703889,19.465556,MEX,SB2MX,"San Bernabe, M‚x",32.5
-99.704722,19.465833,MEX,SBBMX,"Jos‚ Antonio Alzate, M‚x.",32.5
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, M‚x.",57.1
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, M‚x.",54.8
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, M‚x.",8.05
-99.8,19.633333,MEX,SMLMX,"Santa Mar¡a del Llano, M‚x.",77
-99.285,19.574444,MEX,SNJMX,"San Juan, M‚x",18
-98.858611,19.644722,MEX,SNLMX,"San Lucas, M‚x.",59.6
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, M‚x.",9
-100.054722,19.0475,MEX,TMSMX,"Temascaltepec, Mex.",12.7
-99.283333,19.453889,MEX,TOTMX,"Totolica, M‚x",25.3
-99.961389,19.660833,MEX,TPTMX,"San Andr‚s Tepetitl n, M‚x.",24.52
-99.6125,19.429167,MEX,TROMX,"Trojes, M‚x.",18.65
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrom‚trica, M‚x.",27.4
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, M‚x",35.07
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, M‚x.",24.02
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, M‚x.",0
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, M‚x.",35.66
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, M‚x. SACMEX*",26.75
-99.334167,19.382222,MEX,VNDMX,"El Venado, M‚x.",12.43
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, M‚x.",33.01
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",1
-100.608889,19.579722,MICH,AGOMC,"Agostitl n, Mich.",9.4
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",16.2
-102.371111,19.083056,MICH,APTMC,"Apatzing n, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",9.5
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0.03
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",6.8
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",3.01
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",34
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",11.03
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",3.8
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",7.2
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",18.6
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",6
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",6.2
-101.626667,20.248889,MICH,LANMC,"Los Angeles, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",0.2
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",32.6
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La Pastor¡a, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",13
-100.873611,19.829167,MICH,MLPMC,"Malpa¡s, Mich.",19.3
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",20.5
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",3.01
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",13
-100.439167,19.890833,MICH,MRVMC,"Maravat¡o, Mich.",4
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",10
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",0.4
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",5.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",6
-102.464722,20.208333,MICH,SCRMC,"San Crist¢bal, Mich.",31
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0
-102.4,20.1,MICH,SSIMC,"San Sim¢n, Mich.",8.5
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",19.1
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",4.4
-102.051944,19.395,MICH,URUMC,"Uruapan, Mich.",0.3
-102.180278,18.048333,MICH,VILMC,"Jos‚ Mar¡a Morelos y Pav¢n, Mich.",0
-101.746944,19.920278,MICH,VJIMC,"Villa Jim‚nez, Mich.",27.6
-102.242222,20.339444,MICH,YURMC,"Yur‚cuaro, Mich.",7.1
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",19.5
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",0
-101.931944,18.921111,MICH,ZICMC,"Zicuir n, Mich.",0
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",56.8
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",7.8
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",17.6
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",6.7
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",72.2
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",31.31
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.06
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",28.23
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",5.6
-98.786667,18.690556,MOR,ELPMR,"El Pe¤¢n, Mor.",9
-99.180278,18.573889,MOR,HIGMR,"Higuer¢n, Mor.",24.3
-99.424167,18.608333,MOR,HUAMR,"Huajintl n, Mor.",4.5
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato Tecnol¢gico Agropecuario 154 Huitzilac, Mor.",30.8
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",50.03
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",20.13
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",40
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnolog¡a del Agua, Mor. SMN*",36.3
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",24.13
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",17.93
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",17.02
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",35.54
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",48
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",66.6
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",45.62
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",31.5
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",18.81
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",20.12
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",26.1
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",1.01
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",39.5
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",15.5
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",31.1
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",26.53
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc n, Mor.",25.2
-99.103889,18.794167,MOR,TICMR,"Ticum n, Mor.",26.24
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",14.43
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",38.51
-99.241667,19.054167,MOR,TMAMR,"Tres Mar¡as, Mor.",34.55
-99.1,18.691667,MOR,TMPMR,"Temilpa, Mor.",14.1
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",23
-99.072778,18.971389,MOR,TPZMR,"Tepoztl n, Mor.",39.01
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",37.9
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",38.5
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",16
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",23.31
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",19.71
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodr¡guez Alcaine, Nay.",0
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",0
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas Mar¡as, Nay. SEMAR*",0
-104.298056,21.038889,NAY,IXTLANRIO,"Ixtl n del R¡o, Nay. SMN*",0
-104.516944,22.250833,NAY,JMANR,"Jes£s Mar¡a, Nay.",0
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",0
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",24.4
-100.343333,25.634167,NL,AS-06,"Arroyo Seco, N.L. SAHM*",20.35
-99.911667,24.321944,NL,ASCNL,"La Ascensi¢n, N.L.",15.9
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",120.82
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",114.6
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",61.52
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",86.36
-99.399722,24.9375,NL,CPRNL,"Jos‚ L¢pez Portillo, N.L.",106.01
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",86
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",76.53
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",37.2
-100.245,25.592222,NL,EZ-07,"Estanzuela, N.L. SAHM*",53.1
-100.271944,25.682778,NL,FE-04,"Fierro, N.L. SAHM*",66.8
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",30
-100.348611,25.502222,NL,LASTINAJASNL,"Las Tinajas, N.L. SGT*",4.3
-100.128056,25.428056,NL,LBCNL,"Rodrigo G¢mez, N.L.",60.2
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",95.07
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",3.5
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",104.12
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",57.81
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",16.53
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",66.81
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",15
-100.333056,25.659722,NL,PC-08,"Protecci¢n Civil, N.L. SAHM*",30.4
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",6.75
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",13.8
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",24.52
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",81
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",1.8
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",1.61
-98.278333,17.532778,OAX,CALOX,"Calihual , Oax.",5.7
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",8
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",16.24
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl n, Oax.",20.02
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",15.01
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",0.08
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",0
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",68.63
