LON,LAT,EDO,CLAVE,ESTACION,feb-24
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",18.8
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",4.71
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",10
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",5.5
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",38
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",26.4
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",17.4
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",89
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",35.5
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",5
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",9.1
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",21
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",17.8
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",3.3
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",13
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",18.7
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",7
-100.089444,17.008889,GRO,CDBGR,"Coyuca de Benítez, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",9.8
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",14.8
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",2
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",13.5
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",10.7
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",7
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",14.9
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",12.5
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",2
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",0
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",13
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0.6
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",12.4
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",16
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",2.2
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",12.5
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",0
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",2.3
-99.482778,16.796389,GRO,SNMGR,"San Marcos, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",15.8
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",15.7
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",10.8
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",8.8
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",17
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",5.5
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",11.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",12.2
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",2.9
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",15
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",24
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",15
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",16.2
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",18
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",0
-100.816667,20.833333,GTO,BEGGJ,"La Begoña hidrométrica, Gto.",12
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",18.12
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",18
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",23
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",0
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",13.81
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",20.7
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",0.5
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",21.52
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",21.52
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",18.12
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",22.02
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",14.03
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",16.2
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",20.13
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",4.064
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",9
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",12
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",12
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",13.3
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",14.8
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",16.4
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",12.5
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",22.01
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",22
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",20
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",10.5
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",11.82
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",7
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",11.2
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",10.51
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",8.5
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",13
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",24.01
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",8.41
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",24.01
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",21.01
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",21.71
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",15
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",16.4
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",4.8
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",12
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",25
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",20.4
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",8
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",36.8
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",15
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",9.7
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",25.9
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",1.18
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",16.6
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",11.01
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",29.3
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",14.6
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",3
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",10.01
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",2
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",6.3
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",14.4
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",10.4
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",0.5
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",12
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",12.2
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",31.93
-103.591111,20.424444,JAL,ACTJL,"Acatlán, Jal.",7
-102.436944,21.599444,JAL,AJJJL,"Ajojúcar, Jal.",13
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",22.5
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",14
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",21
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",34.2
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",16.3
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",21.4
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",18.8
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",26.42
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",7.6
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",10.51
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",42.8
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",21
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",37.001
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",30.1
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",46.7
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",25.21
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",29.5
-104.285278,19.845833,JAL,ELCJL,"El Corcovado, Jal.",20.8
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",24.7
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",26.5
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",25.8
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",15.5
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",19.5
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",19
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",14
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",22.7
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",15.9
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",7.5
-103.033333,20.316667,JAL,MEZCALA,"Mezcala Poncitlán, Jal. SGT*",17.8
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",85.2
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",30.4
-103.322778,20.286667,JAL,PBRJL,"Piedra Barrenada, Jal.",21.5
-103.361667,20.583889,JAL,PITJL,"Protección a Infraestructura y Atención a Emergencias, Jal.",23.5
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",13
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",32.4
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",31.24
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",26.9
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",7.4
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",92.6
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",25.12
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",24.5
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",28
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",38
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",21.21
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",23.8
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",33
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0.01
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",16.4
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",32
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",15.6
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",20.1
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",14.3
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de Bombeo Barrientos, Méx. SACMEX*",18.5
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, Méx. UNAM*",9.64
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",13.25
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",15.5
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SACMEX*",18
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SACMEX*",16.25
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",46.5
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",20.9
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",0
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, Méx.",14.6
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",33.5
-99.559722,19.884722,MEX,DNXMX,"Danxhó, Méx.",0
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",13
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, Méx.",8
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",12.1
-99.250833,19.415833,MEX,HERRADURA,"Herradura, Méx. UNAM*",11.47
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",15.51
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",22.01
-100.075833,19.383333,MEX,LBEMX,"Los Berros, Méx.",35.8
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, Méx.",14
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, Méx. UNAM*",0.15
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",26.67
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx",19
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. Río Hondo, Méx. SACMEX*",12.25
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",18.5
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",16.25
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, Méx.",15
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",18
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",20
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",12.2
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",3.81
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",14.3
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",17.01
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",6
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, Méx. SACMEX*",13.25
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",13.6
-98.911111,19.530556,MEX,SADMX,"San Andrés, Méx.",18.7
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",14.5
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, Méx.",24.9
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",23.5
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",25
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx",13
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Méx",13.4
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",21.01
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",17.42
-99.283333,19.453889,MEX,TOTMX,"Totolica, Méx",13.6
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",21.5
-99.6125,19.429167,MEX,TROMX,"Trojes, Méx.",17.82
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",4
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",16.01
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",2
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",28.5
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",13.25
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, Méx. SACMEX*",13
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",0.76
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",29
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",20.5
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",5
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",11.9
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",16
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",17.51
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",25.5
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Coíntzio, Mich.",20.1
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",20.01
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",24
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",10.8
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",12
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",22.5
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",11.01
-101.626667,20.248889,MICH,LANMC,"Los Ángeles, Mich.",22.8
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",8
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",14.8
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",25.2
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",11.3
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",21.8
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",28
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",21
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",28
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",25.7
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",23.2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",17
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",8
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",23
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",22
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",13.4
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",26.3
-102.051944,19.395,MICH,URUMC,"Uruapan, Mich.",0
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",24
-101.45,19.55,MICH,VJIMC,"Villa Jiménez, Mich.",20.8
-102.242222,20.339444,MICH,YURMC,"Yurécuaro, Mich.",8.3
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",21.6
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",15
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",21.3
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",10.51
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",13.3
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",7
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",21
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",13.5
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",13.8
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",12.4
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",4
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",7.01
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",10
-99.267222,19.045,MOR,HUCMR,"C.B.T.A.154 Huitzilac, Mor.",23.8
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",8.2
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",6.5
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",15
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",13.37
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",10
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",9.7
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",6.9
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",7
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",10.5
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",16.9
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",13
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",14.5
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",15.1
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",11
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",16.2
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",10.01
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",22
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",9
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",7.4
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",11
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",7
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",12.8
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",9.51
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",28.01
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",10.5
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",39.01
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",7.7
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",10.5
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",7.4
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",16
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",12.5
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",8.8
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",9.6
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",8.1
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",10
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",37.52
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",34.9
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",10.4
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas Marías, Nay. SEMAR*",26.924
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",28.91
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",27.93
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",31.8
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",36.53
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",30.35
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",32
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",35.2
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",19.51
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",37.9
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",33.4
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",32.01
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",29.5
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",22.6
-99.746944,27.699167,NL,COLOMBIA,"Colombia, N.L. SGT*",18.8
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",43
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",27.5
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",16.41
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",9.6
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",26
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",39.1
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",37.01
-99.401389,25.898333,NL,LosHerrera,"Los Herrera, N.L. SGT*",17.75
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",31.63
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",26.5
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",26.5
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",42.02
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",41.01
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",11.1
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",0
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",8.9
